6.368715083798882626e-01,1.672616713669810906e+02,1.380234336219209297e+02
7.262569832402234749e-01,1.423855135497986453e+02,1.081203148374343357e+02
7.039106145251396995e-01,1.548707739126924707e+02,1.178119281661996496e+02
6.927374301675978119e-01,1.523904286483320902e+02,1.377841882844971622e+02
7.877094972067039125e-01,1.535070578832329886e+02,1.097176331119873538e+02
7.653631284916201372e-01,1.918189418497115639e+02,1.269956134634543190e+02
7.430167597765363618e-01,1.277076035743759803e+02,1.066521764203145750e+02
6.759776536312849249e-01,1.280735603701807861e+02,1.104380414458155570e+02
7.988826815642458001e-01,1.298153624541736235e+02,9.221941369240209951e+01
7.262569832402234749e-01,1.533748478742763837e+02,1.138891056492920200e+02
