7.709497206703910255e-01,1.404586267815033409e+02,1.164777499923809927e+02
7.206703910614524755e-01,1.667157701137853678e+02,1.214601899675788133e+02
7.206703910614524755e-01,1.273152193306262916e+02,9.854017488850981010e+01
7.094972067039105879e-01,1.693865644275626607e+02,1.300506543431178557e+02
6.480446927374301502e-01,1.185502468371066129e+02,1.043327684965473452e+02
7.709497206703910255e-01,1.307875371202494250e+02,1.119086132710567938e+02
7.541899441340782495e-01,1.322713832691910341e+02,8.582908623229781142e+01
7.262569832402234749e-01,1.334423863924548925e+02,9.974671352310213024e+01
7.597765363128491378e-01,1.968458463745073743e+02,1.411766742093619769e+02
7.653631284916201372e-01,1.672886386367145519e+02,1.341100319228588944e+02
