255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,153,153,153,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,153,153,153,153,255,255,255,255,255,255,255,255,255
255,255,255,255,255,153,153,153,153,153,153,255,255,255,255,255,255,255,255
255,255,255,255,204,204,153,153,153,153,255,255,255,255,255,255,255,255,255
255,255,255,102,204,204,153,153,153,153,153,255,255,255,255,255,255,255,255
255,255,255,51,102,204,204,153,153,153,153,255,255,255,255,255,255,255,255
255,255,255,51,102,153,204,153,153,153,255,255,255,255,255,255,255,255,255
255,255,51,51,102,153,153,153,153,153,255,255,255,255,255,255,255,255,255
255,51,51,102,102,153,153,102,153,153,255,255,255,255,255,255,255,255,255
255,51,51,102,102,102,102,51,102,153,153,153,153,255,255,255,255,255,255
255,255,51,51,102,102,51,51,51,102,153,153,153,255,255,255,255,255,255
255,255,51,51,51,51,51,51,51,102,153,153,153,255,255,255,255,255,255
255,255,255,51,51,51,51,51,102,153,204,204,153,153,153,255,255,255,255
255,255,255,255,51,51,51,102,153,204,204,204,153,153,153,153,255,255,255
255,255,255,255,255,51,102,153,153,204,204,204,153,153,153,153,153,255,255
255,255,255,255,255,255,153,153,204,204,153,153,153,153,153,153,255,255,255
255,255,255,255,255,255,255,204,204,204,204,204,204,204,153,153,255,255,255
255,255,255,255,255,255,255,255,204,204,204,204,204,204,204,204,204,255,255
255,255,255,255,255,255,255,255,255,255,204,204,204,204,204,204,204,204,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,204,204,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
