6.536312849162011496e-01,1.842364709210297633e+02,1.348423300745912456e+02
7.430167597765363618e-01,1.097569328535879691e+02,8.338517665830926262e+01
5.307262569832402743e-01,1.488073700677878719e+02,1.189727018043220710e+02
6.536312849162011496e-01,1.246536580703247381e+02,1.215592446861880802e+02
8.379888268156424624e-01,1.802195674436674153e+02,1.205836780761055849e+02
7.094972067039105879e-01,1.138524139467818657e+02,9.230435875897126152e+01
8.603351955307262378e-01,1.424827419604205545e+02,1.057066658121041485e+02
8.603351955307262378e-01,1.634703576054507721e+02,1.282529097432792469e+02
7.765363128491620248e-01,1.343172241287349209e+02,1.192981057242599832e+02
7.262569832402234749e-01,1.283578125583786687e+02,1.098702698319330011e+02
