8.603351955307262378e-01,1.819182043966135041e+02,1.300393987606734072e+02
7.932960893854749118e-01,1.417062026377018640e+02,1.074575163814106986e+02
7.765363128491620248e-01,1.456961596928765630e+02,1.184004040932988175e+02
7.374301675977653625e-01,1.697406150733901882e+02,1.364726477242274143e+02
7.150837988826815872e-01,1.019762751108067960e+02,8.334167982565638511e+01
8.268156424581005748e-01,1.755160693307751956e+02,1.372979094348841613e+02
7.932960893854749118e-01,1.374423256442281911e+02,1.058346756854062249e+02
7.709497206703910255e-01,1.650165167327304800e+02,1.105980112994767239e+02
7.877094972067039125e-01,1.583209546645508397e+02,1.088611866967183488e+02
8.491620111731843501e-01,1.565536325329088641e+02,1.151938128903258871e+02
