1.117318435754189980e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.675977653631284883e-02,1.500000000000000000e+00,5.000000000000000000e-01
1.675977653631284883e-02,2.000000000000000000e+00,8.164965809277260345e-01
1.675977653631284883e-02,2.000000000000000000e+00,8.164965809277260345e-01
2.234636871508379960e-02,2.750000000000000000e+00,1.479019945774904032e+00
2.793296089385474690e-02,3.399999999999999911e+00,1.854723699099140699e+00
2.793296089385474690e-02,3.466666666666667229e+00,1.808621328833404762e+00
2.793296089385474690e-02,3.266666666666667052e+00,1.678623774935222857e+00
3.351955307262569767e-02,4.222222222222222321e+00,2.629368792488718132e+00
3.910614525139664843e-02,5.047619047619048338e+00,3.164428138254504752e+00
4.469273743016759920e-02,5.791666666666666963e+00,3.554877322465260558e+00
4.469273743016759920e-02,5.291666666666666963e+00,3.190426216737262788e+00
5.027932960893854997e-02,6.148148148148148806e+00,3.862165678882580888e+00
5.586592178770949380e-02,6.933333333333334458e+00,4.355838993045235696e+00
5.586592178770949380e-02,6.383333333333333748e+00,3.875886995256698331e+00
6.145251396648044456e-02,7.257575757575758679e+00,4.615172406884806122e+00
6.703910614525139533e-02,8.069444444444444642e+00,5.174482588793626547e+00
7.262569832402235304e-02,8.833333333333333925e+00,5.631869025283588570e+00
7.821229050279329686e-02,9.559523809523810201e+00,6.025609085611819182e+00
8.379888268156424069e-02,1.025555555555555642e+01,6.377293826005657529e+00
8.379888268156424069e-02,9.688888888888889994e+00,5.937597302646506314e+00
8.938547486033519840e-02,1.045833333333333215e+01,6.475514780051596198e+00
8.938547486033519840e-02,1.005208333333333215e+01,6.187105416711436767e+00
9.497206703910614223e-02,1.087254901960784181e+01,6.840987920229157915e+00
9.497206703910614223e-02,1.031372549019607732e+01,6.273682543504293996e+00
9.497206703910614223e-02,9.666666666666666075e+00,5.324134223398032439e+00
1.005586592178770999e-01,1.062962962962962798e+01,6.521937234819463747e+00
1.061452513966480438e-01,1.154385964912280649e+01,7.439196433932956154e+00
1.117318435754189876e-01,1.241666666666666785e+01,8.188321629681574620e+00
1.173184357541899453e-01,1.325396825396825307e+01,8.824811559901734270e+00
1.173184357541899453e-01,1.318253968253968189e+01,8.800238206538022467e+00
1.173184357541899453e-01,1.333333333333333393e+01,8.728412523774593978e+00
1.229050279329608891e-01,1.422727272727272663e+01,9.460650224112166384e+00
1.284916201117318468e-01,1.508695652173913082e+01,1.009314943991552838e+01
1.284916201117318468e-01,1.454347826086956452e+01,9.599997155709164787e+00
1.340782122905027907e-01,1.543750000000000000e+01,1.032972747345862530e+01
1.340782122905027907e-01,1.522222222222222321e+01,1.033833510965407676e+01
1.396648044692737345e-01,1.613333333333333641e+01,1.106927680062653785e+01
1.396648044692737345e-01,1.559333333333333549e+01,1.055041652679593867e+01
1.396648044692737345e-01,1.503333333333333499e+01,9.910712498212337351e+00
1.396648044692737345e-01,1.480000000000000071e+01,9.871395263307231716e+00
1.396648044692737345e-01,1.456000000000000050e+01,9.814827784757328644e+00
1.396648044692737345e-01,1.449666666666666792e+01,9.834081327483293222e+00
1.396648044692737345e-01,1.437666666666666693e+01,9.857685101257574800e+00
1.396648044692737345e-01,1.435666666666666735e+01,9.855892766371912472e+00
1.396648044692737345e-01,1.426999999999999957e+01,9.871093601465284806e+00
1.452513966480447061e-01,1.552884615384615330e+01,1.154591684004289220e+01
1.452513966480447061e-01,1.633653846153845990e+01,1.137446534784714380e+01
1.452513966480447061e-01,1.724038461538461675e+01,1.104889886329797299e+01
1.452513966480447061e-01,1.695833333333333215e+01,1.096603268567296752e+01
1.508379888268156499e-01,1.821913580246913611e+01,1.253515936240209427e+01
1.508379888268156499e-01,1.863888888888888928e+01,1.230663192349602753e+01
1.508379888268156499e-01,1.910185185185185119e+01,1.235842320616433554e+01
1.508379888268156499e-01,1.950925925925925952e+01,1.243055469342710317e+01
1.508379888268156499e-01,1.962345679012345556e+01,1.236277288809839980e+01
1.508379888268156499e-01,1.961234567901234627e+01,1.237020147860360275e+01
1.508379888268156499e-01,1.963641975308641818e+01,1.235355202667067687e+01
1.508379888268156499e-01,1.965864197530864033e+01,1.233852690980236488e+01
1.508379888268156499e-01,1.960802469135802184e+01,1.237587039826357760e+01
1.508379888268156499e-01,1.897839506172839208e+01,1.135675304878134639e+01
1.508379888268156499e-01,1.892592592592592737e+01,1.137057636440257902e+01
1.508379888268156499e-01,1.858024691358024683e+01,1.116873763460115931e+01
1.508379888268156499e-01,1.833950617283950635e+01,1.081190582529577782e+01
1.508379888268156499e-01,1.831234567901234556e+01,1.083020998906553878e+01
1.508379888268156499e-01,1.814876543209876658e+01,1.082676907101071961e+01
1.508379888268156499e-01,1.810291005291005106e+01,1.086092942983430909e+01
1.564245810055865937e-01,1.984923469387755190e+01,1.400312400145474712e+01
1.564245810055865937e-01,1.977780612244898251e+01,1.392544378881943956e+01
1.564245810055865937e-01,1.977423469387755262e+01,1.392755333876699453e+01
1.564245810055865937e-01,1.939328231292517302e+01,1.367685749807550621e+01
1.620111731843575376e-01,2.117282430213464650e+01,1.640962402437457968e+01
